snowmelt_mm,water_input_mm,surface_runoff_mm,effective_cn,infiltration_mm,discharge_m3s,base_flow_m3s,risk_level,timestamp,precipitation_mm,temperature_c
0.0,0.0,0,72.4778761061947,0.0,10.1,10.1,low,2024-01-22,0.450703586182016,-9.525488934726475
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-01-23,1.0365465360072068,-3.0612243508782098
0.0,0.0,0,72.4778761061947,0.0,10.1,10.1,low,2024-01-24,1.3688316546625412,-5.068853229524928
0.0,0.0,0,72.4778761061947,0.0,10.1,10.1,low,2024-01-25,1.826804063579325,-5.035663634952112
0.0,0.0,0,72.4778761061947,0.0,10.1,10.1,low,2024-01-26,4.613808033092736,-11.177373652310255
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-01-27,0.6682075863860708,-1.873395130992359
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-01-28,2.166087465099383,-3.7483336305507637
5.794437603548066,7.527949305721134,0.0,55.75221238938054,7.527949305721134,10.1,10.1,low,2024-01-29,2.692514163929282,1.2876528007884591
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-01-30,0.14269154926922564,-4.231081371937395
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-01-31,2.8059990619488304,-2.214104862130883
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-02-01,0.5608837559322493,-1.3191147874337315
0.0,0.0,0,72.4778761061947,0.0,10.1,10.1,low,2024-02-02,0.20179179263791272,-8.950404498763579
19.10201691494358,28.02308029546437,0.0,55.75221238938054,28.02308029546437,10.1,10.1,low,2024-02-03,8.921063380520792,4.24489264776524
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-02-04,10.111891027383518,-4.7868402085514985
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-02-05,4.95699471843863,-1.896020390465774
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-02-06,1.0898635799062748,-1.339266628302999
0.0,0.0,0,72.4778761061947,0.0,10.1,10.1,low,2024-02-07,0.3083319450075187,-5.582727961134536
11.380930530294856,14.839182819590842,0.0,55.75221238938054,14.839182819590842,10.1,10.1,low,2024-02-08,3.4582522892959853,2.5290956733988574
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-02-09,1.740272527756195,-2.0835935660737457
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-02-10,0.3904567018633459,-3.387674283634918
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-02-11,2.0506416844024504,-2.193752197351847
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-02-12,0.10498116433043725,-0.17480279966004852
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-02-13,7.201268662179071,-2.289753805107113
2.127167307176866,2.339499571435324,0.0,55.75221238938054,2.339499571435324,10.1,10.1,low,2024-02-14,0.8983733305220583,0.4727038460393036
0.0,0.0,0,72.4778761061947,0.0,10.1,10.1,low,2024-02-15,3.258767395694941,-7.075032739523366
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-02-16,1.120639744972871,-4.108094820831128
0.0,0.0,0,72.4778761061947,0.0,10.1,10.1,low,2024-02-17,2.2023326877276856,-8.12083871048958
20.024109302713967,22.39778069665936,0.0,55.75221238938054,22.39778069665936,10.1,10.1,low,2024-02-18,2.3736713939453926,4.44980206726977
20.59825165144365,21.211417449967367,0.0,55.75221238938054,21.211417449967367,10.1,10.1,low,2024-02-19,0.6131657985237172,4.5773892558763665
3.038700992177816,6.576566492088257,0.0,55.75221238938054,6.576566492088257,10.1,10.1,low,2024-02-20,10.47842139820868,0.6752668871506258
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-02-21,4.476736131414422,-4.069109557198876
28.417384089973286,36.83266734784803,0.0,55.75221238938054,36.83266734784803,10.1,10.1,low,2024-02-22,8.415283257874748,6.314974242216286
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-02-23,6.756455992602589,-2.488092768621756
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-02-24,2.733163237149825,-1.1314962864901987
0.7776391897672355,1.4384861440002306,0.0,55.75221238938054,1.4384861440002306,10.1,10.1,low,2024-02-25,7.648306137808215,0.17280870883716343
5.570520946032274,5.742567337653129,0.0,55.75221238938054,5.742567337653129,10.1,10.1,low,2024-02-26,0.2779663768593469,1.2378935435627276
9.03099839165451,9.685402475548312,0.0,55.75221238938054,9.685402475548312,10.1,10.1,low,2024-02-27,0.6544040838938023,2.00688853147878
10.450986736043847,10.589832633104342,0.0,55.75221238938054,10.589832633104342,10.1,10.1,low,2024-02-28,0.13884589706049585,2.3224414968986324
0.15724453763530694,0.17787146131330983,0.0,55.75221238938054,0.17787146131330983,10.1,10.1,low,2024-02-29,1.1805962604092604,0.034943230585623763
12.031207328957061,13.507598204339716,0.0,55.75221238938054,13.507598204339716,10.1,10.1,low,2024-03-01,1.4763908753826558,2.673601628657125
1.3735078640373481,1.518440616767505,0.0,55.75221238938054,1.518440616767505,10.1,10.1,low,2024-03-02,0.9496813296264771,0.30522396978607735
12.676545027923448,17.97021862364625,0.0,55.75221238938054,17.97021862364625,10.1,10.1,low,2024-03-03,5.293673595722802,2.817010006205211
9.465530187124797,10.789211185714407,0.0,55.75221238938054,10.789211185714407,10.1,10.1,low,2024-03-04,1.3236809985896105,2.779871231685311
0.0,0.9894085204027476,0.0,55.75221238938054,0.9894085204027476,10.1,10.1,low,2024-03-05,0.9894085204027476,3.7880155280275973
0.0,2.347221249623238,0.0,55.75221238938054,2.347221249623238,10.1,10.1,low,2024-03-06,2.347221249623238,3.6273703995486013
0.3183879426127572,0.4556944434618866,0.0,55.75221238938054,0.4556944434618866,10.1,10.1,low,2024-03-07,0.4556944434618866,0.6026253021916139
0.0,4.861450787324194,0.0,55.75221238938054,4.861450787324194,10.1,10.1,low,2024-03-08,4.861450787324194,3.524896404193784
0.0,0.23242760643392701,0.0,55.75221238938054,0.23242760643392701,10.1,10.1,low,2024-03-09,0.23242760643392701,4.330135055963092
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-03-10,13.002439018761958,-1.2800064192457752
8.985866969565382,13.417348435210869,0.0,55.75221238938054,13.417348435210869,10.1,10.1,low,2024-03-11,4.438451328724534,1.9968593265700851
4.023541912275624,4.6881602337932815,0.0,55.75221238938054,4.6881602337932815,10.1,10.1,low,2024-03-12,0.6646183215176579,4.871087610112237
0.0,0.016612261127806425,0.0,55.75221238938054,0.016612261127806425,10.1,10.1,low,2024-03-13,0.016612261127806425,8.404437358082706
0.0,5.069690332458378,0.0,55.75221238938054,5.069690332458378,10.1,10.1,low,2024-03-14,5.069690332458378,5.983066670129734
0.0,3.6812877221611338,0.0,55.75221238938054,3.6812877221611338,10.1,10.1,low,2024-03-15,3.6812877221611338,9.059229921748035
0.0,3.916988726363997,0.0,55.75221238938054,3.916988726363997,10.1,10.1,low,2024-03-16,3.916988726363997,2.782559991379559
0.0,4.42564357813054,0.0,55.75221238938054,4.42564357813054,10.1,10.1,low,2024-03-17,4.42564357813054,4.965620383088822
0.0,0.23078779654138903,0.0,55.75221238938054,0.23078779654138903,10.1,10.1,low,2024-03-18,0.23078779654138903,6.871337755218259
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-03-19,1.3316780172486975,-2.2841969731449048
1.3316780172486975,1.7011283310620464,0.0,55.75221238938054,1.7011283310620464,10.1,10.1,low,2024-03-20,0.369450313813349,9.469566160431878
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-03-21,5.965588714974668,-0.40177456794940625
5.965588714974668,8.89449229011179,0.0,55.75221238938054,8.89449229011179,10.1,10.1,low,2024-03-22,2.928903575137122,8.417001834990874
0.0,1.205456403753903,0.0,55.75221238938054,1.205456403753903,10.1,10.1,low,2024-03-23,1.205456403753903,7.733258878418804
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-03-24,0.19700419741434866,-1.0981513705562413
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-03-25,1.117465051231061,-0.6974831975417963
1.3144692486454097,2.4944118881978037,0.0,55.75221238938054,2.4944118881978037,10.1,10.1,low,2024-03-26,1.179942639552394,10.717354262268266
0.0,3.9236273518732228,0.0,55.75221238938054,3.9236273518732228,10.1,10.1,low,2024-03-27,3.9236273518732228,10.315343483997161
0.0,12.761700356562205,0.0,55.75221238938054,12.761700356562205,10.1,10.1,low,2024-03-28,12.761700356562205,4.28084156850593
0.0,36.67260116983565,0.0,55.75221238938054,36.67260116983565,10.1,10.1,low,2024-03-29,36.67260116983565,4.5309626672191445
0.0,1.9171984001289295,0.0,87.34177215189874,1.9171984001289295,10.1,10.1,low,2024-03-30,1.9171984001289295,8.968417754406499
0.0,0.3821171808465057,0.0,75.0,0.3821171808465057,10.1,10.1,low,2024-03-31,0.3821171808465057,7.647135238570678
0.0,3.747379032949798,0.0,75.0,3.747379032949798,10.1,10.1,low,2024-04-01,3.747379032949798,11.104004065848372
0.0,4.291178259230592,0.0,75.0,4.291178259230592,10.1,10.1,low,2024-04-02,4.291178259230592,9.63562209980897
0.0,2.4716624846574864,0.0,75.0,2.4716624846574864,10.1,10.1,low,2024-04-03,2.4716624846574864,13.202566920158082
0.0,4.421669900164094,0.0,75.0,4.421669900164094,10.1,10.1,low,2024-04-04,4.421669900164094,11.620761352679484
0.0,2.042444194530834,0.0,75.0,2.042444194530834,10.1,10.1,low,2024-04-05,2.042444194530834,11.130282745386936
0.0,2.253828876199148,0.0,55.75221238938054,2.253828876199148,10.1,10.1,low,2024-04-06,2.253828876199148,8.169330830740172
0.0,1.7670472763609657,0.0,55.75221238938054,1.7670472763609657,10.1,10.1,low,2024-04-07,1.7670472763609657,8.20771212317328
0.0,0.22963261428318743,0.0,55.75221238938054,0.22963261428318743,10.1,10.1,low,2024-04-08,0.22963261428318743,9.586522703546578
0.0,0.5536310393294632,0.0,55.75221238938054,0.5536310393294632,10.1,10.1,low,2024-04-09,0.5536310393294632,15.522829209811624
0.0,0.365606657073704,0.0,55.75221238938054,0.365606657073704,10.1,10.1,low,2024-04-10,0.365606657073704,9.039376154168167
0.0,3.3635911961917966,0.0,55.75221238938054,3.3635911961917966,10.1,10.1,low,2024-04-11,3.3635911961917966,11.297911135563234
0.0,1.5190922872479344,0.0,55.75221238938054,1.5190922872479344,10.1,10.1,low,2024-04-12,1.5190922872479344,4.039886285226879
0.0,2.576598662258394,0.0,55.75221238938054,2.576598662258394,10.1,10.1,low,2024-04-13,2.576598662258394,13.05946259216704
0.0,7.647336742199985,0.0,55.75221238938054,7.647336742199985,10.1,10.1,low,2024-04-14,7.647336742199985,18.061066824341115
0.0,1.421860433603667,0.0,55.75221238938054,1.421860433603667,10.1,10.1,low,2024-04-15,1.421860433603667,8.745611133922749
0.0,2.204427274065508,0.0,55.75221238938054,2.204427274065508,10.1,10.1,low,2024-04-16,2.204427274065508,21.326447084870566
0.0,4.903582581471463,0.0,55.75221238938054,4.903582581471463,10.1,10.1,low,2024-04-17,4.903582581471463,12.605903395668932
0.0,1.5143036900263878,0.0,55.75221238938054,1.5143036900263878,10.1,10.1,low,2024-04-18,1.5143036900263878,4.595838585811185
0.0,1.0325363721036687,0.0,55.75221238938054,1.0325363721036687,10.1,10.1,low,2024-04-19,1.0325363721036687,11.412782442818429
0.0,1.8757450123618096,0.0,55.75221238938054,1.8757450123618096,10.1,10.1,low,2024-04-20,1.8757450123618096,16.814716337455913
0.0,1.4335980673873732,0.0,55.75221238938054,1.4335980673873732,10.1,10.1,low,2024-04-21,1.4335980673873732,19.0745191167787
0.0,8.927603622101294,0.0,55.75221238938054,8.927603622101294,10.1,10.1,low,2024-04-22,8.927603622101294,15.483118339817533
0.0,5.971709693885554,0.0,55.75221238938054,5.971709693885554,10.1,10.1,low,2024-04-23,5.971709693885554,18.282874752726155
0.0,4.085524145916542,0.0,55.75221238938054,4.085524145916542,10.1,10.1,low,2024-04-24,4.085524145916542,10.296942802265745
0.0,7.285275329820713,0.0,55.75221238938054,7.285275329820713,10.1,10.1,low,2024-04-25,7.285275329820713,12.038587601429859
0.0,6.069962468788649,0.0,55.75221238938054,6.069962468788649,10.1,10.1,low,2024-04-26,6.069962468788649,9.288858647203764
0.0,1.8605301300663495,0.0,55.75221238938054,1.8605301300663495,10.1,10.1,low,2024-04-27,1.8605301300663495,12.758629141868626
0.0,7.988104223088046,0.0,55.75221238938054,7.988104223088046,10.1,10.1,low,2024-04-28,7.988104223088046,17.104801884692463
0.0,3.6752000864627026,0.0,55.75221238938054,3.6752000864627026,10.1,10.1,low,2024-04-29,3.6752000864627026,15.700810781060758
0.0,6.345781623041712,0.0,55.75221238938054,6.345781623041712,10.1,10.1,low,2024-04-30,6.345781623041712,17.90868894263512
0.0,8.249885108062648,0.0,55.75221238938054,8.249885108062648,10.1,10.1,low,2024-05-01,8.249885108062648,12.736326090869886
0.0,2.658337933417252,0.0,75.0,2.658337933417252,10.1,10.1,low,2024-05-02,2.658337933417252,13.158376013218506
0.0,1.9124633997047304,0.0,55.75221238938054,1.9124633997047304,10.1,10.1,low,2024-05-03,1.9124633997047304,16.636150466664333
0.0,2.390825235062459,0.0,55.75221238938054,2.390825235062459,10.1,10.1,low,2024-05-04,2.390825235062459,14.449960623268804
0.0,3.3375376624833057,0.0,55.75221238938054,3.3375376624833057,10.1,10.1,low,2024-05-05,3.3375376624833057,20.39718139273675
0.0,6.828959571958043,0.0,55.75221238938054,6.828959571958043,10.1,10.1,low,2024-05-06,6.828959571958043,14.841183472973727
0.0,7.682102191941245,0.0,55.75221238938054,7.682102191941245,10.1,10.1,low,2024-05-07,7.682102191941245,15.467086334749025
0.0,1.8390694716152494,0.0,55.75221238938054,1.8390694716152494,10.1,10.1,low,2024-05-08,1.8390694716152494,18.437525843342286
0.0,4.012302935661517,0.0,55.75221238938054,4.012302935661517,10.1,10.1,low,2024-05-09,4.012302935661517,16.23876867721718
0.0,3.5374752017279008,0.0,55.75221238938054,3.5374752017279008,10.1,10.1,low,2024-05-10,3.5374752017279008,13.925230977169328
0.0,2.7185700888132827,0.0,55.75221238938054,2.7185700888132827,10.1,10.1,low,2024-05-11,2.7185700888132827,14.553166635986988
0.0,2.3959397915567067,0.0,55.75221238938054,2.3959397915567067,10.1,10.1,low,2024-05-12,2.3959397915567067,19.683375448295358
0.0,3.2958584341389177,0.0,55.75221238938054,3.2958584341389177,10.1,10.1,low,2024-05-13,3.2958584341389177,14.210395153828117
0.0,10.696119678478224,0.0,55.75221238938054,10.696119678478224,10.1,10.1,low,2024-05-14,10.696119678478224,22.6920196270132
0.0,3.323907057540052,0.0,55.75221238938054,3.323907057540052,10.1,10.1,low,2024-05-15,3.323907057540052,16.640806248901765
0.0,4.392475496707901,0.0,55.75221238938054,4.392475496707901,10.1,10.1,low,2024-05-16,4.392475496707901,20.76954775531563
0.0,5.885088091071938,0.0,55.75221238938054,5.885088091071938,10.1,10.1,low,2024-05-17,5.885088091071938,17.235915179637992
0.0,3.642796140240381,0.0,55.75221238938054,3.642796140240381,10.1,10.1,low,2024-05-18,3.642796140240381,16.584977086623915
0.0,13.033634891405738,0.0,55.75221238938054,13.033634891405738,10.1,10.1,low,2024-05-19,13.033634891405738,20.26979556022321
0.0,12.218947402802073,0.0,75.0,12.218947402802073,10.1,10.1,low,2024-05-20,12.218947402802073,22.88479381657242
0.0,3.285075880043113,0.0,75.0,3.285075880043113,10.1,10.1,low,2024-05-21,3.285075880043113,19.18241602105386
0.0,4.519128431730884,0.0,75.0,4.519128431730884,10.1,10.1,low,2024-05-22,4.519128431730884,19.920222221221803
0.0,3.5704727674195587,0.0,75.0,3.5704727674195587,10.1,10.1,low,2024-05-23,3.5704727674195587,22.728043591603406
0.0,3.5422213865909224,0.0,75.0,3.5422213865909224,10.1,10.1,low,2024-05-24,3.5422213865909224,23.013456656529378
0.0,2.6882651495084326,0.0,75.0,2.6882651495084326,10.1,10.1,low,2024-05-25,2.6882651495084326,20.5593741741674
0.0,5.435264108218226,0.0,55.75221238938054,5.435264108218226,10.1,10.1,low,2024-05-26,5.435264108218226,19.52422089698282
0.0,4.74684845105441,0.0,55.75221238938054,4.74684845105441,10.1,10.1,low,2024-05-27,4.74684845105441,21.279223222794876
0.0,2.8465588376877813,0.0,55.75221238938054,2.8465588376877813,10.1,10.1,low,2024-05-28,2.8465588376877813,20.631846841283302
0.0,3.7038028474948748,0.0,55.75221238938054,3.7038028474948748,10.1,10.1,low,2024-05-29,3.7038028474948748,22.313509582628992
0.0,9.925620288859307,0.0,55.75221238938054,9.925620288859307,10.1,10.1,low,2024-05-30,9.925620288859307,17.95841112272181
0.0,3.614913880807964,0.0,75.0,3.614913880807964,10.1,10.1,low,2024-05-31,3.614913880807964,22.53598250413787
0.0,3.2963918715054583,0.0,55.75221238938054,3.2963918715054583,10.1,10.1,low,2024-06-01,3.2963918715054583,19.709274602839415
0.0,4.876245039500754,0.0,55.75221238938054,4.876245039500754,10.1,10.1,low,2024-06-02,4.876245039500754,24.738079157091658
0.0,15.623321771017798,0.0,55.75221238938054,15.623321771017798,10.1,10.1,low,2024-06-03,15.623321771017798,20.155682336998872
0.0,3.753570647779029,0.0,75.0,3.753570647779029,10.1,10.1,low,2024-06-04,3.753570647779029,20.356818997963416
0.0,6.297660729896531,0.0,75.0,6.297660729896531,10.1,10.1,low,2024-06-05,6.297660729896531,23.80375586872234
0.0,7.283043270328625,0.0,75.0,7.283043270328625,10.1,10.1,low,2024-06-06,7.283043270328625,22.651911750965766
0.0,3.823681153869747,0.0,75.0,3.823681153869747,10.1,10.1,low,2024-06-07,3.823681153869747,29.57721125210943
0.0,6.945337833968119,0.0,75.0,6.945337833968119,10.1,10.1,low,2024-06-08,6.945337833968119,17.993551542474286
0.0,4.439168902289462,0.0,75.0,4.439168902289462,10.1,10.1,low,2024-06-09,4.439168902289462,23.341404161808185
0.0,30.828124618636902,1.9588308541075972,75.0,28.869293764529306,221.75378503813525,10.1,high,2024-06-10,30.828124618636902,26.527324032080756
0.0,6.125401878758074,0.0,87.34177215189874,6.125401878758074,10.1,10.1,low,2024-06-11,6.125401878758074,21.52607088036855
0.0,5.439807682657485,0.0,87.34177215189874,5.439807682657485,10.1,10.1,low,2024-06-12,5.439807682657485,20.648046662673586
0.0,3.444373190706817,0.0,87.34177215189874,3.444373190706817,10.1,10.1,low,2024-06-13,3.444373190706817,20.881869101844664
0.0,8.593317358356352,0.0,75.0,8.593317358356352,10.1,10.1,low,2024-06-14,8.593317358356352,18.769323653089288
0.0,4.363768109208035,0.0,75.0,4.363768109208035,10.1,10.1,low,2024-06-15,4.363768109208035,27.76103370471209
0.0,3.8426385826625005,0.0,75.0,3.8426385826625005,10.1,10.1,low,2024-06-16,3.8426385826625005,22.825717290330296
0.0,3.3672814309789505,0.0,75.0,3.3672814309789505,10.1,10.1,low,2024-06-17,3.3672814309789505,22.56904383428726
0.0,5.941816463364677,0.0,75.0,5.941816463364677,10.1,10.1,low,2024-06-18,5.941816463364677,17.63526420935336
0.0,6.673159399406785,0.0,75.0,6.673159399406785,10.1,10.1,low,2024-06-19,6.673159399406785,19.79671515174278
0.0,3.343936761444016,0.0,75.0,3.343936761444016,10.1,10.1,low,2024-06-20,3.343936761444016,28.58011507796442
0.0,5.46182338361713,0.0,75.0,5.46182338361713,10.1,10.1,low,2024-06-21,5.46182338361713,25.17516474272904
0.0,4.093599274479047,0.0,75.0,4.093599274479047,10.1,10.1,low,2024-06-22,4.093599274479047,27.8430248886539
0.0,6.4447103471030935,0.0,75.0,6.4447103471030935,10.1,10.1,low,2024-06-23,6.4447103471030935,27.536924077574003
0.0,3.9233718504705637,0.0,75.0,3.9233718504705637,10.1,10.1,low,2024-06-24,3.9233718504705637,21.484238223104
0.0,6.882426375595759,0.0,75.0,6.882426375595759,10.1,10.1,low,2024-06-25,6.882426375595759,31.840502013734515
0.0,4.836898927945831,0.0,75.0,4.836898927945831,10.1,10.1,low,2024-06-26,4.836898927945831,30.460704614389996
0.0,11.660289700031273,0.0,75.0,11.660289700031273,10.1,10.1,low,2024-06-27,11.660289700031273,22.976425796215747
0.0,3.831325561403176,0.0,75.0,3.831325561403176,10.1,10.1,low,2024-06-28,3.831325561403176,14.014981155994493
0.0,4.646119910455031,0.0,75.0,4.646119910455031,10.1,10.1,low,2024-06-29,4.646119910455031,23.697510981449152
0.0,3.7622798213916795,0.0,75.0,3.7622798213916795,10.1,10.1,low,2024-06-30,3.7622798213916795,25.52513042227414
0.0,11.16473474155948,0.0,75.0,11.16473474155948,10.1,10.1,low,2024-07-01,11.16473474155948,23.145830321983222
0.0,9.705371935645982,0.0,75.0,9.705371935645982,10.1,10.1,low,2024-07-02,9.705371935645982,24.218766851214834
0.0,4.3085496219290915,0.0,75.0,4.3085496219290915,10.1,10.1,low,2024-07-03,4.3085496219290915,22.427294494395895
0.0,6.652040912733441,0.0,75.0,6.652040912733441,10.1,10.1,low,2024-07-04,6.652040912733441,27.70368909726923
0.0,8.515377936134747,0.0,75.0,8.515377936134747,10.1,10.1,low,2024-07-05,8.515377936134747,25.150774317728
0.0,5.84748331405839,0.0,75.0,5.84748331405839,10.1,10.1,low,2024-07-06,5.84748331405839,27.831073506162326
0.0,5.679072419965185,0.0,75.0,5.679072419965185,10.1,10.1,low,2024-07-07,5.679072419965185,28.655360207219065
0.0,4.24500097916285,0.0,75.0,4.24500097916285,10.1,10.1,low,2024-07-08,4.24500097916285,18.473556837438423
0.0,3.704672166267182,0.0,75.0,3.704672166267182,10.1,10.1,low,2024-07-09,3.704672166267182,22.68829446354054
0.0,10.232976423196487,0.0,75.0,10.232976423196487,10.1,10.1,low,2024-07-10,10.232976423196487,23.12666199889944
0.0,10.323033285907265,0.0,75.0,10.323033285907265,10.1,10.1,low,2024-07-11,10.323033285907265,32.70731128937671
0.0,6.4048147203493295,0.0,75.0,6.4048147203493295,10.1,10.1,low,2024-07-12,6.4048147203493295,25.430211834476477
0.0,4.6320329036540695,0.0,75.0,4.6320329036540695,10.1,10.1,low,2024-07-13,4.6320329036540695,27.40643920207008
0.0,4.670680135407782,0.0,75.0,4.670680135407782,10.1,10.1,low,2024-07-14,4.670680135407782,19.307808218489022
0.0,7.256455338047482,0.0,75.0,7.256455338047482,10.1,10.1,low,2024-07-15,7.256455338047482,25.35622602400303
0.0,10.185433346888408,0.0,75.0,10.185433346888408,10.1,10.1,low,2024-07-16,10.185433346888408,27.833731685359986
0.0,9.895624687107416,0.0,75.0,9.895624687107416,10.1,10.1,low,2024-07-17,9.895624687107416,27.452606215082287
0.0,7.881005896860377,0.0,75.0,7.881005896860377,10.1,10.1,low,2024-07-18,7.881005896860377,26.70036217023416
0.0,6.409353935216045,0.0,75.0,6.409353935216045,10.1,10.1,low,2024-07-19,6.409353935216045,24.828223768942834
0.0,3.577213579639308,0.0,75.0,3.577213579639308,10.1,10.1,low,2024-07-20,3.577213579639308,24.928604141576088
0.0,3.827555718699168,0.0,75.0,3.827555718699168,10.1,10.1,low,2024-07-21,3.827555718699168,19.61440685055298
0.0,10.147521780756115,0.0,75.0,10.147521780756115,10.1,10.1,low,2024-07-22,10.147521780756115,21.938559603924094
0.0,6.063496553233721,0.0,75.0,6.063496553233721,10.1,10.1,low,2024-07-23,6.063496553233721,25.27460481860041
0.0,3.275950170637654,0.0,75.0,3.275950170637654,10.1,10.1,low,2024-07-24,3.275950170637654,22.371139324582344
0.0,10.976000492749822,0.0,75.0,10.976000492749822,10.1,10.1,low,2024-07-25,10.976000492749822,26.518572969560587
0.0,6.4772697902614,0.0,75.0,6.4772697902614,10.1,10.1,low,2024-07-26,6.4772697902614,25.781114905604035
0.0,3.2043519658514894,0.0,75.0,3.2043519658514894,10.1,10.1,low,2024-07-27,3.2043519658514894,28.407325713622665
0.0,3.693477121666697,0.0,75.0,3.693477121666697,10.1,10.1,low,2024-07-28,3.693477121666697,27.100185178640288
0.0,5.532085623025791,0.0,75.0,5.532085623025791,10.1,10.1,low,2024-07-29,5.532085623025791,24.823201378260016
0.0,6.653468426799174,0.0,75.0,6.653468426799174,10.1,10.1,low,2024-07-30,6.653468426799174,26.29716149661722
0.0,6.2634525209616925,0.0,75.0,6.2634525209616925,10.1,10.1,low,2024-07-31,6.2634525209616925,26.97616545246866
0.0,3.8336654383112427,0.0,75.0,3.8336654383112427,10.1,10.1,low,2024-08-01,3.8336654383112427,22.342048975172457
0.0,6.781845219586472,0.0,75.0,6.781845219586472,10.1,10.1,low,2024-08-02,6.781845219586472,22.7757613959315
0.0,3.8309396715132094,0.0,75.0,3.8309396715132094,10.1,10.1,low,2024-08-03,3.8309396715132094,23.368591339233014
0.0,4.1713537252438515,0.0,75.0,4.1713537252438515,10.1,10.1,low,2024-08-04,4.1713537252438515,22.123745402377217
0.0,7.0786161230443465,0.0,75.0,7.0786161230443465,10.1,10.1,low,2024-08-05,7.0786161230443465,26.484650196214087
